order_size,slippage,slippage_std,sample_count
1,0.04319999999999979,0.038594701973305015,50
2,0.04569999999999979,0.038531858009090585,50
3,0.047399999999999665,0.039005726656713195,50
4,0.048249999999999744,0.03948084655751479,50
5,0.04875999999999919,0.0398392484151719,50
6,0.04913333333333284,0.04016863545574434,50
7,0.049399999999999694,0.040418046616517066,50
8,0.04959999999999951,0.04061268651693099,50
9,0.04975555555555488,0.04076849944181481,50
10,0.049879999999999286,0.04089590568798918,50
11,0.04998181818181734,0.041001951913518735,50
12,0.050066666666666176,0.04109155476513324,50
13,0.05013846153846188,0.04116824085464322,50
14,0.05021428571428544,0.041240714628957356,50
15,0.050279999999999346,0.04130426671640099,50
16,0.05036249999999967,0.04138103222257985,50
17,0.05043529411764666,0.041449840279947615,50
18,0.050499999999999545,0.04151184387812491,50
19,0.05055789473684229,0.04156798860327731,50
20,0.050659999999999455,0.041613680050520054,50
21,0.050761904761904474,0.04164732301230712,50
22,0.05085454545454482,0.04168038521561489,50
23,0.050939130434782244,0.0417126283801743,50
24,0.05101666666666645,0.04174390460209348,50
25,0.0510879999999996,0.04177412850371565,50
26,0.0511615384615385,0.04181152543233123,50
27,0.05122962962962916,0.04184723216799582,50
28,0.05129285714285672,0.041881315844017754,50
29,0.051351724137931,0.041913849769434075,50
30,0.051406666666666184,0.041944909880134655,50
31,0.05150967741935474,0.041991527851536335,50
32,0.05160624999999982,0.04203859349967828,50
33,0.051696969696969006,0.04208575987431206,50
34,0.05178235294117627,0.04213275639905883,50
35,0.05186285714285674,0.042179373022108606,50
36,0.05193888888888892,0.042225447797187905,50
37,0.05201081081081057,0.04227085710492841,50
38,0.05211578947368395,0.04236493370841107,50
39,0.05221538461538458,0.04245700180781948,50
40,0.05230999999999895,0.042546989629475465,50
41,0.05239999999999952,0.04263485481788754,50
42,0.05248571428571438,0.04272057822824723,50
43,0.05256744186046461,0.04280415896062625,50
44,0.0526545454545446,0.04287967825460913,50
45,0.052737777777776815,0.04295343538634667,50
46,0.052817391304347865,0.043025436065256294,50
47,0.0528936170212765,0.04309569513343876,50
48,0.052979166666666515,0.04315901559495952,50
49,0.053061224489796645,0.043221001574384806,50
50,0.053156000000000175,0.043267413198595873,50
51,0.0532784313725486,0.043326262779182605,50
52,0.05339615384615371,0.043384968357840614,50
53,0.053509433962264694,0.04344341242734943,50
54,0.053637037037037344,0.043493604421782704,50
55,0.0537599999999992,0.04354394108478094,50
56,0.053878571428571435,0.04359430468153473,50
57,0.05399298245614048,0.04364459356462448,50
58,0.054103448275861867,0.043694720122405564,50
59,0.05421016949152531,0.04374460900065004,50
60,0.05431333333333299,0.043794195558611526,50
61,0.054413114754098185,0.04384342452656329,50
62,0.05450967741935457,0.04389224883681746,50
63,0.05460317460317455,0.04394062860439282,50
64,0.054693749999999854,0.043988530236992486,50
65,0.054781538461538305,0.0440359256569043,50
66,0.05486666666666693,0.044082791619938486,50
67,0.054949253731343364,0.044129109118616595,50
68,0.055029411764705854,0.04417486285864369,50
69,0.055107246376811504,0.0442200407991859,50
70,0.05518285714285696,0.04426463374881071,50
71,0.05525633802816927,0.04430863501003632,50
72,0.055327777777778094,0.04435204006638246,50
73,0.05539726027397236,0.04439484630664728,50
74,0.05546486486486486,0.04443705278181245,50
75,0.05553066666666709,0.0444786599905834,50
76,0.05559473684210573,0.04451966969009852,50
77,0.055657142857142364,0.04456008472877538,50
78,0.05571794871794879,0.04459990889864402,50
79,0.05578481012658273,0.04463768161910301,50
80,0.05584999999999951,0.04467503126319461,50
81,0.05592592592592666,0.04470896340126114,50
82,0.05603170731707351,0.044775920230092414,50
83,0.0561349397590358,0.044843580002238995,50
84,0.05623571428571509,0.04491182589667069,50
85,0.05635294117647078,0.0449755969580034,50
86,0.056467441860465616,0.04504009323687105,50
87,0.05657931034482729,0.04510520541397624,50
88,0.05669090909090969,0.04517558555355261,50
89,0.0567999999999995,0.045246297782628356,50
90,0.05690666666666658,0.04531725938854152,50
91,0.057010989010989305,0.04538839461731836,50
92,0.05711304347826143,0.04545963411829519,50
93,0.05721505376344155,0.04553546130487518,50
94,0.057314893617021884,0.0456111946298596,50
95,0.057412631578947784,0.045686782337882446,50
96,0.05751041666666751,0.04576136632105204,50
97,0.05760618556701047,0.045835729996316264,50
98,0.05770000000000095,0.04590983404443835,50
99,0.057791919191919304,0.04598364275852879,50
100,0.057882000000000176,0.046057123759302224,50
101,0.058023762376238464,0.04609504159194978,50
102,0.05817647058823496,0.04614848276184008,50
103,0.058328155339805364,0.04620414764303977,50
104,0.0584865384615388,0.04627415071139812,50
105,0.05864190476190473,0.04634421754727842,50
106,0.058798113207547686,0.04641362611982714,50
107,0.058951401869159384,0.04648302734595308,50
108,0.05911666666666676,0.04659660802731031,50
109,0.05928073394495428,0.04670888421756964,50
110,0.05948545454545496,0.04682262388639471,50
111,0.0597135135135143,0.046916421209963616,50
112,0.059944642857142724,0.04701095925540795,50
113,0.06017876106194692,0.0471063826047718,50
114,0.0604228070175435,0.04720934318577471,50
115,0.06066260869565198,0.04731403350265069,50
116,0.060900000000000176,0.0474184092180675,50
117,0.061133333333333296,0.047524235815141105,50
118,0.06136271186440695,0.047631374021925334,50
119,0.061588235294117624,0.047739692939661,50
120,0.06180999999999983,0.04784906956305384,50
121,0.06203636363636363,0.04795197505553802,50
122,0.06226229508196837,0.04806055704769546,50
123,0.06248455284552847,0.04817013112908494,50
124,0.06270322580645087,0.048280588945857635,50
125,0.06291839999999922,0.048391828596766134,50
126,0.06314126984127057,0.048513140375099364,50
127,0.06336062992126017,0.048634890193079997,50
128,0.0635765625000002,0.048756996126271754,50
129,0.06378914728682161,0.048879381374361666,50
130,0.0639984615384617,0.049001973965154204,50
131,0.06420763358778615,0.049126327909746956,50
132,0.06441515151515219,0.049250786693010314,50
133,0.06461954887218084,0.049375282920501466,50
134,0.06482089552238804,0.049499759357582926,50
135,0.0650192592592596,0.04962416246779356,50
136,0.06521470588235288,0.04974844219908674,50
137,0.0654072992700732,0.049872551782382424,50
138,0.06559855072463762,0.04999827423518562,50
139,0.06578705035971183,0.05012370534961361,50
140,0.06597285714285661,0.05024880803847821,50
141,0.06615602836879432,0.05037354777726253,50
142,0.06633661971831045,0.0504978924547491,50
143,0.06651468531468524,0.05062181223232591,50
144,0.06669027777777799,0.0507452794114183,50
145,0.06687034482758662,0.050878241711249786,50
146,0.06704794520547963,0.05101058266265362,50
147,0.06722312925170101,0.05114228155771413,50
148,0.0673959459459455,0.05127331939933359,50
149,0.067567785234899,0.05140292458276089,50
150,0.06774933333333337,0.05152547934975856,50
151,0.06792847682119202,0.05164748210814784,50
152,0.06810526315789601,0.05176891537360905,50
153,0.06827973856209098,0.05188976305241464,50
154,0.06845194805194765,0.052010010360952035,50
155,0.0686270967741936,0.052128785449719266,50
156,0.06879999999999996,0.05224694049795361,50
157,0.06897070063694301,0.05236446425813834,50
158,0.06913924050632872,0.0524813465062908,50
159,0.06930566037735801,0.052597577982330945,50
160,0.06946999999999988,0.05271315033378584,50
161,0.06963229813664526,0.05282805606266798,50
162,0.0697925925925928,0.052942288475327795,50
163,0.06995950920245335,0.05304514613956596,50
164,0.07012439024390205,0.05314750966767049,50
165,0.07028727272727267,0.05324937002685578,50
166,0.07045542168674643,0.05334280985871722,50
167,0.07062155688622752,0.05343586968602634,50
168,0.0707857142857138,0.05352853941288485,50
169,0.07095502958579886,0.053625552842025234,50
170,0.07113294117647058,0.05373109613003912,50
171,0.07130877192982439,0.0538361809134212,50
172,0.07148255813953469,0.053940797304606034,50
173,0.0716543352601144,0.05404493615941247,50
174,0.07182528735632132,0.05414800862241312,50
175,0.07199428571428527,0.05425059014068304,50
176,0.07216136363636352,0.05435267363644955,50
177,0.0723457627118647,0.05445339496217301,50
178,0.07252808988763931,0.05455367008176817,50
179,0.07270837988826827,0.05465349135975621,50
180,0.07288666666666643,0.054752851747672485,50
181,0.0730629834254141,0.054851744754435654,50
182,0.07324065934065871,0.05495203307336791,50
183,0.0734174863387969,0.05505047284453791,50
184,0.07359347826086961,0.05514708064306676,50
185,0.07376756756756706,0.055243243513093634,50
186,0.0739397849462361,0.05533895595553156,50
187,0.07411229946524017,0.05543926214177733,50
188,0.07428297872340422,0.0555390601193061,50
189,0.07445185185185138,0.055638346186723565,50
190,0.07462105263157838,0.05573684768375827,50
191,0.07478848167539155,0.05583483902494025,50
192,0.07495416666666714,0.05593231739600328,50
193,0.07511813471502521,0.056029280323036154,50
194,0.07528865979381351,0.056140976791440686,50
195,0.07545743589743523,0.05625198870986908,50
196,0.07562448979591821,0.05636231686617063,50
197,0.07578984771573687,0.056471962291391904,50
198,0.07595353535353482,0.056580926245393764,50
199,0.07611557788944723,0.05668921020320132,50
200,0.07627599999999973,0.056796815842052845,50
